naics,year,emp,pay,prode,prodh,prodw,vship,matcost,vadd,invest,invent,energy,cap,equip,plant,piship,pimat,piinv,pien,dtfp5,tfp5,dtfp4,tfp4,cap_labor_ratio,non_prod_workers,labor_productivity,revenue_per_worker,naics_title,match_level,short_title,short_label,full_label,Industry,robots_adopted,robotics_productivity_gain,robotics_cost_savings,jobs_displaced,training_hours,manuf_export_share,gdp_per_capita,inflation,real_gdp
322291,2018,17.8,1085.4,13.6,28.4,746.4,12230.3,6754.3,5542.0,,986.4,170.9,,,,0.98299998,1.065999985,,1.120000005,,,,,,4.200000000000001,311.34831460674155,687.0955056179774,Sanitary Paper Product Manufacturing,exact,Sanitary Paper Prod Mfg,322291 | Sanitary Paper Prod Mfg,322291 - Sanitary Paper Product Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
322299,2015,15.2,764.4,11.6,23.7,476.5,4881.4,2503.6,2377.4,116.6,535.3,121.2,2251.7,1553.9,697.8,1.052999973,1.00999999,1.011999965,1.026000023,0.011,0.922999978,0.011,0.922999978,148.13815789473685,3.5999999999999996,156.4078947368421,321.14473684210526,All Other Converted Paper Product Manufacturing,exact,All Other Converted Paper Prod Mfg,322299 | All Other Converted Paper Prod Mfg,322299 - All Other Converted Paper Product Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
322299,2016,16.0,796.5,12.2,24.7,507.3,5046.3,2613.5,2463.6,125.7,538.0,118.3,2215.4,1525.6,689.8,1.059000015,0.987999976,1.008999944,1.006999969,-0.007,0.916999996,-0.007,0.916999996,138.4625,3.8000000000000007,153.975,315.39375,All Other Converted Paper Product Manufacturing,exact,All Other Converted Paper Prod Mfg,322299 | All Other Converted Paper Prod Mfg,322299 - All Other Converted Paper Product Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
322299,2017,14.2,713.1,10.7,21.4,440.1,4367.9,2177.9,2183.6,157.3,453.4,110.7,,,,1.057000041,1.024000049,,1.116000056,,,,,,3.5,153.77464788732394,307.59859154929575,All Other Converted Paper Product Manufacturing,exact,All Other Converted Paper Prod Mfg,322299 | All Other Converted Paper Prod Mfg,322299 - All Other Converted Paper Product Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
322299,2018,14.3,755.1,10.7,22.3,454.2,4541.7,2214.5,2330.4,,467.4,108.1,,,,1.059000015,1.088000059,,1.139000058,,,,,,3.6000000000000014,162.96503496503496,317.60139860139856,All Other Converted Paper Product Manufacturing,exact,All Other Converted Paper Prod Mfg,322299 | All Other Converted Paper Prod Mfg,322299 - All Other Converted Paper Product Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
323111,2015,315.6,16189.5,221.4,448.1,9920.7,66134.5,27832.3,38292.0,1834.6,3867.4,1028.8,33582.9,24612.0,8970.9,0.994000018,0.967000008,1.006000042,1.039000034,-0.003,1.023000002,-0.003,1.023000002,106.40969581749049,94.20000000000002,121.33079847908745,209.5516476552598,Commercial Printing (except Screen and Books),exact,Commercial Print (except Screen & Books),323111 | Commercial Print (except Screen & Books),323111 - Commercial Printing (except Screen and Books),Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
323111,2016,318.1,16647.9,224.0,445.5,10259.8,67487.6,27844.2,39711.4,2062.6,3996.1,994.0,32416.8,23555.8,8861.0,0.998000026,0.953999996,1.001999974,1.014000058,0.024,1.047999978,0.024,1.047999978,101.9075762338887,94.10000000000002,124.83935869223514,212.15844074190505,Commercial Printing (except Screen and Books),exact,Commercial Print (except Screen & Books),323111 | Commercial Print (except Screen & Books),323111 - Commercial Printing (except Screen and Books),Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
323111,2017,324.0,16524.1,232.0,432.7,10158.1,66784.0,27438.6,39453.4,2102.3,4164.1,979.8,,,,1.0,0.975000024,,1.128999949,,,,,,92.0,121.76975308641975,206.12345679012347,Commercial Printing (except Screen and Books),exact,Commercial Print (except Screen & Books),323111 | Commercial Print (except Screen & Books),323111 - Commercial Printing (except Screen and Books),Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
323111,2018,315.6,16443.0,225.5,420.2,10186.8,67358.4,26751.2,40820.0,,4629.1,961.5,,,,1.006000042,1.006999969,,1.151000023,,,,,,90.10000000000002,129.34093789607095,213.42965779467679,Commercial Printing (except Screen and Books),exact,Commercial Print (except Screen & Books),323111 | Commercial Print (except Screen & Books),323111 - Commercial Printing (except Screen and Books),Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
323113,2015,53.5,1944.7,36.9,70.3,1103.9,7691.4,3355.5,4310.5,119.7,868.7,83.7,2943.1,2046.7,896.5,1.016000032,0.967000008,1.008999944,0.992999971,-0.017000001,1.052000046,-0.017000001,1.052000046,55.01121495327103,16.6,80.57009345794393,143.7644859813084,Commercial Screen Printing,exact,Commercial Screen Print,323113 | Commercial Screen Print,323113 - Commercial Screen Printing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
323113,2016,54.6,2024.8,37.8,70.4,1158.5,7850.1,3288.6,4582.1,151.1,916.3,83.0,2808.9,1925.1,883.9,1.003999949,0.953999996,1.004999995,0.963999987,0.048,1.103999972,0.048,1.103999972,51.44505494505495,16.800000000000004,83.92124542124543,143.77472527472528,Commercial Screen Printing,exact,Commercial Screen Print,323113 | Commercial Screen Print,323113 - Commercial Screen Printing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
323113,2017,61.9,2238.1,45.6,80.5,1349.4,8480.7,3590.2,4891.2,190.1,936.5,89.8,,,,0.999000013,0.975000024,,1.072999954,,,,,,16.299999999999997,79.01777059773829,137.0064620355412,Commercial Screen Printing,exact,Commercial Screen Print,323113 | Commercial Screen Print,323113 - Commercial Screen Printing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
323113,2018,60.9,2241.3,45.3,77.8,1371.2,8971.3,3946.1,5037.8,,1079.9,92.4,,,,0.996999979,1.006999969,,1.092000008,,,,,,15.600000000000001,82.7224958949097,147.31198686371098,Commercial Screen Printing,exact,Commercial Screen Print,323113 | Commercial Screen Print,323113 - Commercial Screen Printing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
323117,2015,20.1,929.7,15.9,31.9,675.0,3819.1,1534.7,2280.1,119.5,268.9,80.8,2116.8,1518.3,598.5,1.062000036,0.967000008,1.006000042,1.054999948,-0.046,0.907999992,-0.046,0.907999992,105.31343283582089,4.200000000000001,113.43781094527363,190.0049751243781,Books Printing,exact,Books Print,323117 | Books Print,323117 - Books Printing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
323117,2016,20.7,971.7,16.6,33.1,712.8,3979.4,1560.4,2402.9,112.1,243.3,85.6,2048.7,1460.9,587.9,1.062999964,0.953999996,1.001000047,0.95599997,0.033,0.938000023,0.033,0.938000023,98.97101449275362,4.099999999999998,116.08212560386474,192.24154589371983,Books Printing,exact,Books Print,323117 | Books Print,323117 - Books Printing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
323117,2017,21.4,1032.6,17.3,33.5,745.0,4400.6,1821.9,2584.7,73.8,264.1,87.9,,,,1.057000041,0.975000024,,1.065999985,,,,,,4.099999999999998,120.7803738317757,205.63551401869162,Books Printing,exact,Books Print,323117 | Books Print,323117 - Books Printing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
323117,2018,22.0,1077.5,18.1,36.8,847.7,4466.4,1884.1,2575.1,,280.6,86.0,,,,1.088000059,1.006999969,,1.090000033,,,,,,3.8999999999999986,117.05,203.0181818181818,Books Printing,exact,Books Print,323117 | Books Print,323117 - Books Printing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
323120,2015,23.6,1211.2,17.1,33.6,737.4,3404.3,906.3,2496.8,96.3,176.1,41.4,2262.7,1439.6,823.1,1.018000007,1.01699996,1.006000042,0.952000022,-0.028000001,1.029000044,-0.028000001,1.029000044,95.87711864406778,6.5,105.79661016949153,144.25,Support Activities for Printing,exact,Support Activities for Print,323120 | Support Activities for Print,323120 - Support Activities for Printing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
323120,2016,22.9,1156.3,16.7,32.4,724.0,3375.4,895.9,2472.9,91.3,173.4,41.6,2157.6,1349.1,808.5,1.024000049,1.014000058,1.001999974,0.925999999,0.02,1.049999952,0.02,1.049999952,94.21834061135371,6.199999999999999,107.98689956331879,147.39737991266378,Support Activities for Printing,exact,Support Activities for Print,323120 | Support Activities for Print,323120 - Support Activities for Printing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
323120,2017,22.7,1078.9,17.6,32.8,703.3,3085.3,803.0,2280.9,99.6,164.9,35.8,,,,1.04400003,1.029000044,,1.031999946,,,,,,5.099999999999998,100.48017621145375,135.91629955947138,Support Activities for Printing,exact,Support Activities for Print,323120 | Support Activities for Print,323120 - Support Activities for Printing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
323120,2018,21.5,1039.6,16.7,31.2,678.6,2957.9,803.6,2147.6,,159.1,34.2,,,,1.031999946,1.05400002,,1.05400002,,,,,,4.800000000000001,99.88837209302325,137.5767441860465,Support Activities for Printing,exact,Support Activities for Print,323120 | Support Activities for Print,323120 - Support Activities for Printing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
324110,2015,64.5,7811.0,39.3,89.6,4126.2,464110.0,371196.3,85831.0,14218.9,23656.7,7231.5,187513.6,139965.4,47548.2,0.361999989,0.513000011,1.029999971,0.934000015,0.333000004,1.503999949,0.331,1.501999974,2907.187596899225,25.200000000000003,1330.7131782945737,7195.503875968992,Petroleum Refineries,exact,Petroleum Refineries,324110 | Petroleum Refineries,324110 - Petroleum Refineries,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
324110,2016,64.9,7977.2,39.0,89.5,4348.0,388262.3,322447.8,68757.5,12495.5,27253.7,6352.5,191465.6,141296.5,50169.1,0.268000007,0.455000013,1.029999971,0.876999974,0.137999997,1.725999951,0.136999995,1.72300005,2950.1633281972263,25.900000000000006,1059.437596302003,5982.4699537750375,Petroleum Refineries,exact,Petroleum Refineries,324110 | Petroleum Refineries,324110 - Petroleum Refineries,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
324110,2017,66.7,8263.1,40.3,92.8,4613.6,499142.8,413187.7,89246.4,11439.6,32670.6,7518.2,,,,0.319999993,0.54400003,,0.967999995,,,,,,26.400000000000006,1338.0269865067464,7483.400299850075,Petroleum Refineries,exact,Petroleum Refineries,324110 | Petroleum Refineries,324110 - Petroleum Refineries,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
324110,2018,66.3,8460.0,40.6,94.6,4755.5,636204.1,522490.8,113539.8,,31831.1,8268.5,,,,0.384000003,0.624000013,,0.976999998,,,,,,25.699999999999996,1712.5158371040725,9595.838612368025,Petroleum Refineries,exact,Petroleum Refineries,324110 | Petroleum Refineries,324110 - Petroleum Refineries,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
324121,2015,14.6,847.5,11.4,22.5,614.3,13542.9,9027.5,4436.6,224.8,985.7,476.1,3702.2,2964.5,737.8,0.990999997,0.657000005,1.013000011,0.903999984,-0.165000007,0.813000023,-0.166999996,0.81099999,253.5753424657534,3.1999999999999993,303.87671232876716,927.5958904109589,Asphalt Paving Mixture and Block Manufacturing,exact,Asphalt Paving Mixture & Block Mfg,324121 | Asphalt Paving Mixture & Block Mfg,324121 - Asphalt Paving Mixture and Block Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
324121,2016,15.7,954.9,12.0,23.3,699.4,12566.6,7298.1,5427.2,341.5,1181.4,434.3,3682.8,2947.2,735.6,0.935000002,0.572000027,1.011000037,0.839999974,0.026000001,0.834999979,0.027000001,0.833000004,234.57324840764335,3.6999999999999993,345.68152866242036,800.4203821656051,Asphalt Paving Mixture and Block Manufacturing,exact,Asphalt Paving Mixture & Block Mfg,324121 | Asphalt Paving Mixture & Block Mfg,324121 - Asphalt Paving Mixture and Block Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
324121,2017,14.7,1003.8,11.7,23.8,698.9,13116.5,7919.1,5240.4,313.4,1137.2,462.8,,,,0.933000028,0.648000002,,0.939999998,,,,,,3.0,356.48979591836735,892.2789115646259,Asphalt Paving Mixture and Block Manufacturing,exact,Asphalt Paving Mixture & Block Mfg,324121 | Asphalt Paving Mixture & Block Mfg,324121 - Asphalt Paving Mixture and Block Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
324121,2018,16.0,1054.9,12.0,25.6,764.3,14023.8,9050.7,5070.5,,1405.1,547.4,,,,0.990999997,0.737999976,,0.967999995,,,,,,4.0,316.90625,876.4875,Asphalt Paving Mixture and Block Manufacturing,exact,Asphalt Paving Mixture & Block Mfg,324121 | Asphalt Paving Mixture & Block Mfg,324121 - Asphalt Paving Mixture and Block Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
324122,2015,8.6,602.3,6.6,14.3,411.2,9324.4,5171.5,3944.2,162.5,989.3,118.5,3061.9,2416.8,645.2,0.995999992,0.699999988,1.01699996,0.970000029,-0.138999999,0.783999979,-0.138999999,0.782999992,356.0348837209303,2.0,458.62790697674416,1084.2325581395348,Asphalt Shingle and Coating Materials Manufacturing,exact,Asphalt Shingle & Coating Materials Mfg,324122 | Asphalt Shingle & Coating Materials Mfg,324122 - Asphalt Shingle and Coating Materials Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
324122,2016,9.0,673.7,6.8,15.5,475.6,9767.2,5098.0,4689.2,645.5,996.9,115.9,3064.9,2425.0,639.9,0.987999976,0.625,1.013000011,0.921000004,-0.002,0.782000005,-0.003,0.781000018,340.5444444444445,2.2,521.0222222222222,1085.2444444444445,Asphalt Shingle and Coating Materials Manufacturing,exact,Asphalt Shingle & Coating Materials Mfg,324122 | Asphalt Shingle & Coating Materials Mfg,324122 - Asphalt Shingle and Coating Materials Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
324122,2017,10.4,751.0,7.7,16.5,496.9,11080.0,5724.5,5345.8,337.5,1042.5,133.3,,,,0.984000027,0.69599998,,1.019000053,,,,,,2.7,514.0192307692307,1065.3846153846152,Asphalt Shingle and Coating Materials Manufacturing,exact,Asphalt Shingle & Coating Materials Mfg,324122 | Asphalt Shingle & Coating Materials Mfg,324122 - Asphalt Shingle and Coating Materials Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
324122,2018,10.4,729.5,7.7,16.2,492.7,11532.0,6021.6,5627.4,,1215.1,135.6,,,,1.037999988,0.783999979,,1.031999946,,,,,,2.7,541.0961538461538,1108.8461538461538,Asphalt Shingle and Coating Materials Manufacturing,exact,Asphalt Shingle & Coating Materials Mfg,324122 | Asphalt Shingle & Coating Materials Mfg,324122 - Asphalt Shingle and Coating Materials Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
324191,2015,11.8,869.7,7.3,14.6,439.9,16818.7,10858.0,5990.2,319.7,2109.6,116.9,3016.8,2301.2,715.6,0.933000028,0.665000021,1.018000007,0.948000014,-0.218999997,0.771000028,-0.218999997,0.771000028,255.66101694915255,4.500000000000001,507.6440677966101,1425.3135593220338,Petroleum Lubricating Oil and Grease Manufacturing,exact,Petroleum Lubricating Oil & Grease Mfg,324191 | Petroleum Lubricating Oil & Grease Mfg,324191 - Petroleum Lubricating Oil and Grease Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
324191,2016,11.7,926.3,7.0,13.9,439.3,16636.7,10894.0,5812.3,686.7,2059.9,111.2,3189.0,2453.5,735.5,0.908999979,0.582000017,1.016000032,0.879999995,-0.089000002,0.70599997,-0.089000002,0.704999983,272.5641025641026,4.699999999999999,496.7777777777778,1421.9401709401711,Petroleum Lubricating Oil and Grease Manufacturing,exact,Petroleum Lubricating Oil & Grease Mfg,324191 | Petroleum Lubricating Oil & Grease Mfg,324191 - Petroleum Lubricating Oil and Grease Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
324191,2017,13.0,1029.5,8.6,17.3,533.0,16130.2,10616.5,5556.9,558.7,1993.4,144.6,,,,0.92900002,0.66900003,,0.972000003,,,,,,4.4,427.45384615384614,1240.7846153846153,Petroleum Lubricating Oil and Grease Manufacturing,exact,Petroleum Lubricating Oil & Grease Mfg,324191 | Petroleum Lubricating Oil & Grease Mfg,324191 - Petroleum Lubricating Oil and Grease Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
324191,2018,13.0,1097.5,8.4,17.4,569.9,18823.1,12087.6,6950.2,,2253.7,131.8,,,,0.99000001,0.763000011,,0.986000001,,,,,,4.6,534.6307692307693,1447.930769230769,Petroleum Lubricating Oil and Grease Manufacturing,exact,Petroleum Lubricating Oil & Grease Mfg,324191 | Petroleum Lubricating Oil & Grease Mfg,324191 - Petroleum Lubricating Oil and Grease Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
324199,2015,3.2,226.7,2.5,5.7,169.3,3989.1,2331.4,1641.2,153.9,535.1,88.2,2148.4,1648.7,499.7,0.862999976,0.665000021,1.011000037,0.964999974,-0.240999997,0.805999994,-0.243000001,0.805000007,671.375,0.7000000000000002,512.875,1246.59375,All Other Petroleum and Coal Products Manufacturing,exact,All Other Petroleum & Coal Prod Mfg,324199 | All Other Petroleum & Coal Prod Mfg,324199 - All Other Petroleum and Coal Products Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
324199,2016,2.9,208.9,2.2,4.9,154.5,3096.0,1798.0,1279.5,115.3,454.6,74.0,2203.1,1706.2,496.9,0.763000011,0.582000017,1.008999944,0.954999983,-0.057999998,0.760999978,-0.059,0.759000003,759.6896551724138,0.6999999999999997,441.2068965517241,1067.5862068965519,All Other Petroleum and Coal Products Manufacturing,exact,All Other Petroleum & Coal Prod Mfg,324199 | All Other Petroleum & Coal Prod Mfg,324199 - All Other Petroleum and Coal Products Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
324199,2017,3.2,222.8,2.6,5.7,176.1,3980.5,2329.9,1659.1,122.1,562.9,63.4,,,,0.773000002,0.66900003,,1.008000016,,,,,,0.6000000000000001,518.4687499999999,1243.90625,All Other Petroleum and Coal Products Manufacturing,exact,All Other Petroleum & Coal Prod Mfg,324199 | All Other Petroleum & Coal Prod Mfg,324199 - All Other Petroleum and Coal Products Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
324199,2018,3.3,233.7,2.7,6.2,190.0,4392.9,2432.8,1979.5,,561.4,79.6,,,,0.913999975,0.763000011,,1.029999971,,,,,,0.5999999999999996,599.8484848484849,1331.1818181818182,All Other Petroleum and Coal Products Manufacturing,exact,All Other Petroleum & Coal Prod Mfg,324199 | All Other Petroleum & Coal Prod Mfg,324199 - All Other Petroleum and Coal Products Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
325110,2015,9.1,1043.1,5.7,12.3,625.7,50476.6,27421.8,22848.9,2647.9,2150.3,1890.0,16412.8,12521.6,3891.2,0.32100001,0.626999974,1.008999944,0.404000014,0.640999973,1.986999989,0.634000003,1.97300005,1803.6043956043957,3.3999999999999995,2510.868131868132,5546.879120879121,Petrochemical Manufacturing,exact,Petrochemical Mfg,325110 | Petrochemical Mfg,325110 - Petrochemical Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
325110,2016,9.4,1076.9,5.9,12.3,659.7,50807.5,22885.6,27881.3,3506.7,2268.4,1686.9,17823.5,13848.0,3975.5,0.287,0.519999981,1.006999969,0.386000007,0.075999998,2.142999887,0.077,2.131000042,1896.1170212765958,3.5,2966.0957446808507,5405.053191489362,Petrochemical Manufacturing,exact,Petrochemical Mfg,325110 | Petrochemical Mfg,325110 - Petrochemical Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
325110,2017,9.4,1084.3,6.1,12.6,684.8,54235.9,29250.9,25132.7,3318.2,2711.4,2007.9,,,,0.323000014,0.629000008,,0.490999997,,,,,,3.3000000000000007,2673.691489361702,5769.776595744681,Petrochemical Manufacturing,exact,Petrochemical Mfg,325110 | Petrochemical Mfg,325110 - Petrochemical Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
325110,2018,9.2,1191.0,6.0,13.1,740.9,58953.4,33440.1,25590.4,,2870.6,2236.6,,,,0.351000011,0.735000014,,0.56400001,,,,,,3.1999999999999993,2781.565217391305,6407.978260869566,Petrochemical Manufacturing,exact,Petrochemical Mfg,325110 | Petrochemical Mfg,325110 - Petrochemical Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
325120,2015,9.3,677.2,6.4,14.4,451.8,6848.4,2834.7,4052.3,474.5,979.3,1351.5,7639.6,6565.2,1074.4,1.09800005,0.884000003,1.006000042,1.062999964,-0.039999999,0.796000004,-0.039999999,0.79400003,821.4623655913978,2.9000000000000004,435.7311827956989,736.3870967741934,Industrial Gas Manufacturing,exact,Industrial Gas Mfg,325120 | Industrial Gas Mfg,325120 - Industrial Gas Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
325120,2016,12.0,895.9,7.9,16.7,565.8,8758.0,3634.9,5207.5,358.2,1771.8,2015.0,7534.3,6490.9,1043.4,1.144000053,0.832000017,1.004999995,1.101999998,0.057,0.842999995,0.061000001,0.843999982,627.8583333333333,4.1,433.9583333333333,729.8333333333334,Industrial Gas Manufacturing,exact,Industrial Gas Mfg,325120 | Industrial Gas Mfg,325120 - Industrial Gas Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
325120,2017,12.9,1001.8,8.6,16.9,633.2,9525.6,3194.6,6209.6,508.9,780.3,1573.6,,,,1.202000022,0.884000003,,1.217000008,,,,,,4.300000000000001,481.36434108527135,738.4186046511628,Industrial Gas Manufacturing,exact,Industrial Gas Mfg,325120 | Industrial Gas Mfg,325120 - Industrial Gas Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
325120,2018,13.6,1025.3,8.9,16.8,586.1,9804.7,3196.7,6380.0,,483.9,1509.9,,,,1.228000045,0.950999975,,1.231999993,,,,,,4.699999999999999,469.11764705882354,720.9338235294118,Industrial Gas Manufacturing,exact,Industrial Gas Mfg,325120 | Industrial Gas Mfg,325120 - Industrial Gas Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
325130,2015,8.3,633.6,5.2,11.0,374.0,6853.8,3622.2,3242.9,197.8,1340.1,234.8,4887.8,3456.2,1431.7,0.819999993,0.838,1.00999999,0.869000018,-0.111000001,0.925999999,-0.111000001,0.925999999,588.8915662650602,3.1000000000000005,390.71084337349396,825.7590361445783,Synthetic Dye and Pigment Manufacturing,exact,Synthetic Dye & Pigment Mfg,325130 | Synthetic Dye & Pigment Mfg,325130 - Synthetic Dye and Pigment Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
325130,2016,8.2,640.8,5.0,10.5,366.7,6442.5,3319.2,3047.0,173.8,1221.1,155.8,4733.5,3332.4,1401.1,0.768000007,0.799000025,1.008000016,0.739000022,0.039000001,0.963,0.039000001,0.963,577.2560975609756,3.1999999999999993,371.5853658536586,785.6707317073171,Synthetic Dye and Pigment Manufacturing,exact,Synthetic Dye & Pigment Mfg,325130 | Synthetic Dye & Pigment Mfg,325130 - Synthetic Dye and Pigment Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
325130,2017,8.2,670.3,5.2,10.5,385.9,6871.6,3305.7,3630.0,1099.9,1353.0,194.3,,,,0.791999996,0.862999976,,0.853999972,,,,,,2.999999999999999,442.68292682926835,838.0000000000001,Synthetic Dye and Pigment Manufacturing,exact,Synthetic Dye & Pigment Mfg,325130 | Synthetic Dye & Pigment Mfg,325130 - Synthetic Dye and Pigment Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
325130,2018,7.8,633.4,4.9,9.7,360.5,6148.4,3189.1,2847.7,,1202.1,190.4,,,,0.846000016,0.922999978,,0.904999971,,,,,,2.8999999999999995,365.0897435897436,788.2564102564103,Synthetic Dye and Pigment Manufacturing,exact,Synthetic Dye & Pigment Mfg,325130 | Synthetic Dye & Pigment Mfg,325130 - Synthetic Dye and Pigment Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
325180,2015,38.1,3164.8,24.5,52.3,1845.3,31575.0,13059.0,18350.0,2198.8,3403.2,2742.6,21194.4,16538.8,4655.6,0.99000001,0.899999976,1.013000011,0.926999986,-0.035,0.888000011,-0.034000002,0.888999999,556.2834645669292,13.600000000000001,481.6272965879265,828.7401574803149,Other Basic Inorganic Chemical Manufacturing,exact,Other Basic Inorganic Chem Mfg,325180 | Other Basic Inorganic Chem Mfg,325180 - Other Basic Inorganic Chemical Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
325180,2016,36.8,3155.6,22.9,48.7,1746.0,28243.5,11244.1,16966.7,1622.9,3362.9,2193.6,21961.5,17298.5,4663.0,0.936999977,0.861000001,1.011000037,0.871999979,-0.028000001,0.862999976,-0.028999999,0.864000022,596.7798913043479,13.899999999999999,461.0516304347827,767.4864130434784,Other Basic Inorganic Chemical Manufacturing,exact,Other Basic Inorganic Chem Mfg,325180 | Other Basic Inorganic Chem Mfg,325180 - Other Basic Inorganic Chemical Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
325180,2017,38.3,3263.5,24.7,51.0,1905.0,31301.8,12724.4,18545.2,2098.4,3562.7,2248.4,,,,0.971000016,0.910000026,,0.976000011,,,,,,13.599999999999998,484.20887728459536,817.2793733681463,Other Basic Inorganic Chemical Manufacturing,exact,Other Basic Inorganic Chem Mfg,325180 | Other Basic Inorganic Chem Mfg,325180 - Other Basic Inorganic Chemical Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
325180,2018,38.1,3433.3,24.9,51.5,1977.1,35057.4,13801.0,21457.3,,3978.6,2398.9,,,,1.08099997,0.977999985,,1.003999949,,,,,,13.200000000000003,563.1837270341207,920.1417322834645,Other Basic Inorganic Chemical Manufacturing,exact,Other Basic Inorganic Chem Mfg,325180 | Other Basic Inorganic Chem Mfg,325180 - Other Basic Inorganic Chemical Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
