naics,naics_title,short_title,short_label,full_label,match_level,year,cap,plant,equip,invest,cap_labor_ratio,emp,prode,non_prod_workers,pay,prodh,prodw,matcost,robots_adopted,robotics_productivity_gain,robotics_cost_savings,jobs_displaced,training_hours,manuf_export_share,gdp_per_capita,inflation,real_gdp,labor_productivity,revenue_per_worker
311221,Wet Corn Milling and Starch Manufacturing,Wet Corn Milling & Starch Mfg,311221 | Wet Corn Milling & Starch Mfg,311221 - Wet Corn Milling and Starch Manufacturing,exact,2016,7621.0,2166.7,5454.3,218.5,1104.4927536231883,6.9,4.0,2.9000000000000004,496.7,8.9,295.7,6376.3,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,554.3913043478261,1481.5797101449275
311224,Soybean and Other Oilseed Processing,Soybean & Other Oilseed Proc,311224 | Soybean & Other Oilseed Proc,311224 - Soybean and Other Oilseed Processing,exact,2015,4681.4,1521.8,3159.6,402.3,557.3095238095237,8.4,6.1,2.3000000000000007,500.4,13.4,314.7,31279.0,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,941.9166666666666,4667.880952380951
311224,Soybean and Other Oilseed Processing,Soybean & Other Oilseed Proc,311224 | Soybean & Other Oilseed Proc,311224 - Soybean and Other Oilseed Processing,exact,2016,4800.5,1513.0,3287.5,357.4,578.3734939759036,8.3,6.1,2.200000000000001,510.0,13.1,324.8,30532.0,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,1031.0481927710844,4665.144578313252
311225,Fats and Oils Refining and Blending,Fats & Oils Refining & Blending,311225 | Fats & Oils Refining & Blending,311225 - Fats and Oils Refining and Blending,exact,2015,2936.9,972.7,1964.1,172.2,391.5866666666667,7.5,5.5,2.0,438.8,12.3,281.9,9313.8,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,363.34666666666664,1609.2133333333334
311225,Fats and Oils Refining and Blending,Fats & Oils Refining & Blending,311225 | Fats & Oils Refining & Blending,311225 - Fats and Oils Refining and Blending,exact,2016,2937.0,975.0,1961.9,153.2,396.8918918918919,7.4,5.3,2.1000000000000005,451.2,12.0,275.8,8859.9,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,376.72972972972974,1569.6216216216217
311230,Breakfast Cereal Manufacturing,Breakfast Cereal Mfg,311230 | Breakfast Cereal Mfg,311230 - Breakfast Cereal Manufacturing,exact,2015,5582.2,1679.8,3902.4,228.6,450.17741935483866,12.4,9.9,2.5,813.4,21.2,627.2,5702.3,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,321.93548387096774,784.5403225806451
311230,Breakfast Cereal Manufacturing,Breakfast Cereal Mfg,311230 | Breakfast Cereal Mfg,311230 - Breakfast Cereal Manufacturing,exact,2016,5471.8,1671.3,3800.5,156.3,467.67521367521374,11.7,9.8,1.8999999999999986,759.2,20.3,602.3,5506.6,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,334.982905982906,806.4188034188035
311313,Beet Sugar Manufacturing,Beet Sugar Mfg,311313 | Beet Sugar Mfg,311313 - Beet Sugar Manufacturing,exact,2015,2017.4,544.4,1473.0,158.1,280.19444444444446,7.2,6.2,1.0,327.2,12.2,253.7,2211.1,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,197.94444444444446,498.41666666666663
311313,Beet Sugar Manufacturing,Beet Sugar Mfg,311313 | Beet Sugar Mfg,311313 - Beet Sugar Manufacturing,exact,2016,2025.8,538.3,1487.6,140.0,311.66153846153844,6.5,5.5,1.0,331.6,10.9,256.4,2249.5,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,249.41538461538462,566.6307692307693
311314,Cane Sugar Manufacturing,Cane Sugar Mfg,311314 | Cane Sugar Mfg,311314 - Cane Sugar Manufacturing,exact,2015,3418.1,1116.3,2301.8,287.5,495.3768115942029,6.9,5.4,1.5,411.6,11.0,303.1,3903.9,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,262.95652173913044,839.5217391304348
311314,Cane Sugar Manufacturing,Cane Sugar Mfg,311314 | Cane Sugar Mfg,311314 - Cane Sugar Manufacturing,exact,2016,3503.1,1091.9,2411.2,163.2,500.4428571428571,7.0,5.4,1.5999999999999996,436.0,11.4,317.0,4142.4,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,302.11428571428576,861.9428571428572
311340,Nonchocolate Confectionery Manufacturing,Nonchocolate Confectionery Mfg,311340 | Nonchocolate Confectionery Mfg,311340 - Nonchocolate Confectionery Manufacturing,exact,2015,3476.9,883.2,2593.6,429.1,194.24022346368716,17.9,13.6,4.299999999999999,900.7,27.0,562.9,3553.6,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,255.95530726256987,452.40782122905034
311340,Nonchocolate Confectionery Manufacturing,Nonchocolate Confectionery Mfg,311340 | Nonchocolate Confectionery Mfg,311340 - Nonchocolate Confectionery Manufacturing,exact,2016,3673.3,938.5,2734.9,195.8,184.58793969849248,19.9,14.4,5.499999999999998,996.6,28.7,606.3,4002.6,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,238.51256281407035,438.0201005025126
311351,Chocolate and Confectionery Manufacturing from Cacao Beans,Chocolate & Confectionery Mfg from Ca...,311351 | Chocolate & Confectionery Mfg from Ca...,311351 - Chocolate and Confectionery Manufacturing from Cacao Beans,exact,2015,2088.2,668.0,1420.2,115.4,321.2615384615384,6.5,4.6,1.9000000000000004,365.2,9.5,230.1,3322.0,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,211.87692307692308,718.5538461538462
311351,Chocolate and Confectionery Manufacturing from Cacao Beans,Chocolate & Confectionery Mfg from Ca...,311351 | Chocolate & Confectionery Mfg from Ca...,311351 - Chocolate and Confectionery Manufacturing from Cacao Beans,exact,2016,2071.9,673.4,1398.5,63.3,328.8730158730159,6.3,4.7,1.5999999999999996,385.0,9.7,231.8,3397.7,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,225.8571428571429,759.2539682539683
311352,Confectionery Manufacturing from Purchased Chocolate,Confectionery Mfg from Purchased Choc...,311352 | Confectionery Mfg from Purchased Choc...,311352 - Confectionery Manufacturing from Purchased Chocolate,exact,2015,4283.9,1190.0,3093.9,236.6,128.26047904191617,33.4,23.3,10.099999999999998,1316.6,45.6,865.7,5562.0,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,202.48203592814372,368.2455089820359
311352,Confectionery Manufacturing from Purchased Chocolate,Confectionery Mfg from Purchased Choc...,311352 | Confectionery Mfg from Purchased Choc...,311352 - Confectionery Manufacturing from Purchased Chocolate,exact,2016,4254.9,1181.9,3072.9,230.8,124.77712609970673,34.1,23.8,10.3,1402.9,44.3,947.9,5815.5,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,201.44868035190615,371.9120234604106
311411,"Frozen Fruit, Juice, and Vegetable Manufacturing","Frozen Fruit, Juice, & Vegetable Mfg","311411 | Frozen Fruit, Juice, & Vegetable Mfg","311411 - Frozen Fruit, Juice, and Vegetable Manufacturing",exact,2015,6420.8,2149.1,4271.6,348.5,193.98187311178248,33.1,28.7,4.400000000000002,1219.2,58.2,941.5,7010.6,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,178.10574018126889,386.8247734138973
311411,"Frozen Fruit, Juice, and Vegetable Manufacturing","Frozen Fruit, Juice, & Vegetable Mfg","311411 | Frozen Fruit, Juice, & Vegetable Mfg","311411 - Frozen Fruit, Juice, and Vegetable Manufacturing",exact,2016,6391.7,2143.1,4248.6,399.4,193.1027190332326,33.1,28.5,4.600000000000001,1247.5,58.2,959.4,6665.8,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,167.29003021148037,370.42900302114805
311412,Frozen Specialty Food Manufacturing,Frozen Specialty Food Mfg,311412 | Frozen Specialty Food Mfg,311412 - Frozen Specialty Food Manufacturing,exact,2015,7557.7,2201.9,5355.8,646.5,140.7392923649907,53.7,44.0,9.700000000000003,2192.2,92.2,1560.1,10857.3,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,158.96648044692736,360.85474860335194
311412,Frozen Specialty Food Manufacturing,Frozen Specialty Food Mfg,311412 | Frozen Specialty Food Mfg,311412 - Frozen Specialty Food Manufacturing,exact,2016,7745.0,2270.3,5474.7,476.0,145.3095684803002,53.3,44.1,9.199999999999996,2300.5,90.4,1649.0,11052.0,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,157.9099437148218,365.05440900562854
311421,Fruit and Vegetable Canning,Fruit & Vegetable Canning,311421 | Fruit & Vegetable Canning,311421 - Fruit and Vegetable Canning,exact,2015,12183.3,3978.8,8204.5,659.9,244.64457831325302,49.8,41.5,8.299999999999997,2352.1,88.6,1723.7,15178.4,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,211.97991967871488,513.9176706827309
311421,Fruit and Vegetable Canning,Fruit & Vegetable Canning,311421 | Fruit & Vegetable Canning,311421 - Fruit and Vegetable Canning,exact,2016,12122.7,3953.4,8169.3,551.5,244.9030303030303,49.5,41.0,8.5,2408.0,84.0,1767.2,13807.7,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,219.73333333333332,497.9919191919192
311422,Specialty Canning,Specialty Canning,311422 | Specialty Canning,311422 - Specialty Canning,exact,2015,4568.1,1596.3,2971.8,286.6,411.5405405405406,11.1,9.3,1.799999999999999,591.2,19.5,448.9,3573.8,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,491.49549549549556,815.1351351351352
311422,Specialty Canning,Specialty Canning,311422 | Specialty Canning,311422 - Specialty Canning,exact,2016,4608.0,1595.7,3012.3,151.8,418.90909090909093,11.0,9.1,1.9000000000000004,597.0,18.8,447.8,3395.1,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,506.8181818181818,816.4909090909091
311423,Dried and Dehydrated Food Manufacturing,Dried & Dehydrated Food Mfg,311423 | Dried & Dehydrated Food Mfg,311423 - Dried and Dehydrated Food Manufacturing,exact,2015,2841.0,927.8,1913.2,216.4,197.29166666666666,14.4,11.7,2.700000000000001,646.1,23.7,439.3,3334.4,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,249.24305555555554,480.81944444444446
311423,Dried and Dehydrated Food Manufacturing,Dried & Dehydrated Food Mfg,311423 | Dried & Dehydrated Food Mfg,311423 - Dried and Dehydrated Food Manufacturing,exact,2016,2870.1,932.1,1938.1,128.9,209.49635036496352,13.7,10.7,3.0,664.0,20.9,421.5,3438.5,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,230.75912408759126,481.3795620437956
311511,Fluid Milk Manufacturing,Fluid Milk Mfg,311511 | Fluid Milk Mfg,311511 - Fluid Milk Manufacturing,exact,2015,12848.3,4844.5,8003.8,950.4,261.6761710794297,49.1,31.1,18.0,2701.8,64.2,1599.4,23602.1,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,250.84317718940935,730.2749490835031
311511,Fluid Milk Manufacturing,Fluid Milk Mfg,311511 | Fluid Milk Mfg,311511 - Fluid Milk Manufacturing,exact,2016,13070.9,4850.2,8220.6,1171.8,263.52620967741933,49.6,31.9,17.700000000000003,2793.1,64.5,1637.8,22165.1,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,232.59879032258064,679.3508064516129
311512,Creamery Butter Manufacturing,Creamery Butter Mfg,311512 | Creamery Butter Mfg,311512 - Creamery Butter Manufacturing,exact,2015,778.2,323.1,455.1,48.8,288.22222222222223,2.7,2.0,0.7000000000000002,150.4,4.4,103.6,4383.6,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,170.59259259259258,1799.5185185185182
311512,Creamery Butter Manufacturing,Creamery Butter Mfg,311512 | Creamery Butter Mfg,311512 - Creamery Butter Manufacturing,exact,2016,782.3,312.5,469.8,43.9,269.7586206896552,2.9,2.1,0.7999999999999998,156.1,4.7,104.6,4563.2,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,201.0,1777.3103448275863
311513,Cheese Manufacturing,Cheese Mfg,311513 | Cheese Mfg,311513 - Cheese Manufacturing,exact,2015,10305.2,2814.5,7490.8,1075.2,217.86892177589854,47.3,40.5,6.799999999999997,2465.6,87.2,1929.0,36424.4,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,182.29809725158566,958.0422832980973
311513,Cheese Manufacturing,Cheese Mfg,311513 | Cheese Mfg,311513 - Cheese Manufacturing,exact,2016,10835.5,2930.6,7904.9,1077.0,220.68228105906314,49.1,42.0,7.100000000000001,2650.1,88.1,2057.4,35117.1,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,208.85947046843177,924.0835030549898
311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing","Dry, Condensed, & Evaporated Dairy Pr...","311514 | Dry, Condensed, & Evaporated Dairy Pr...","311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",exact,2015,5377.7,1750.2,3627.5,431.1,358.5133333333333,15.0,11.4,3.5999999999999996,884.1,24.3,590.5,10898.8,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,491.85999999999996,1222.6399999999999
311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing","Dry, Condensed, & Evaporated Dairy Pr...","311514 | Dry, Condensed, & Evaporated Dairy Pr...","311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",exact,2016,5498.6,1771.3,3727.3,688.4,345.8238993710692,15.9,12.1,3.8000000000000007,954.0,25.5,631.3,10542.1,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,522.1132075471698,1184.3522012578617
311520,Ice Cream and Frozen Dessert Manufacturing,Ice Cream & Frozen Dessert Mfg,311520 | Ice Cream & Frozen Dessert Mfg,311520 - Ice Cream and Frozen Dessert Manufacturing,exact,2015,3906.7,1371.5,2535.2,221.7,220.71751412429379,17.7,14.6,3.0999999999999996,808.5,28.0,643.3,4473.9,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,175.6497175141243,424.25423728813564
311520,Ice Cream and Frozen Dessert Manufacturing,Ice Cream & Frozen Dessert Mfg,311520 | Ice Cream & Frozen Dessert Mfg,311520 - Ice Cream and Frozen Dessert Manufacturing,exact,2016,3904.6,1370.8,2533.9,293.7,212.20652173913044,18.4,14.9,3.4999999999999982,870.6,28.6,674.3,4804.0,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,190.58695652173915,447.28804347826093
311611,Animal (except Poultry) Slaughtering,Animal (except Poultry) Slaughtering,311611 | Animal (except Poultry) Slaughtering,311611 - Animal (except Poultry) Slaughtering,exact,2015,16857.6,6198.7,10658.9,849.9,115.70075497597804,145.7,127.9,17.799999999999983,5469.7,263.0,4375.7,80367.5,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,119.35964310226494,673.356211393274
311611,Animal (except Poultry) Slaughtering,Animal (except Poultry) Slaughtering,311611 | Animal (except Poultry) Slaughtering,311611 - Animal (except Poultry) Slaughtering,exact,2016,16826.4,6139.8,10686.6,962.2,116.9312022237665,143.9,125.9,18.0,5669.8,249.6,4536.8,70939.5,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,133.79708130646281,626.9263377345378
311612,Meat Processed from Carcasses,Meat Processed from Carcasses,311612 | Meat Processed from Carcasses,311612 - Meat Processed from Carcasses,exact,2015,11222.5,4147.0,7075.5,1535.6,112.44989979959921,99.8,82.3,17.5,4113.8,176.3,2972.0,34963.4,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,148.49599198396794,499.7314629258517
311612,Meat Processed from Carcasses,Meat Processed from Carcasses,311612 | Meat Processed from Carcasses,311612 - Meat Processed from Carcasses,exact,2016,12093.3,4417.2,7676.1,1370.7,118.67811579980372,101.9,85.0,16.900000000000006,4372.2,185.1,3175.3,34567.1,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,159.59666339548576,499.36997055937195
311613,Rendering and Meat Byproduct Processing,Rendering & Meat Byproduct Proc,311613 | Rendering & Meat Byproduct Proc,311613 - Rendering and Meat Byproduct Processing,exact,2015,1573.0,528.5,1044.6,237.9,170.97826086956522,9.2,5.6,3.5999999999999996,467.8,11.9,259.7,2307.8,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,215.06521739130434,466.1630434782609
311613,Rendering and Meat Byproduct Processing,Rendering & Meat Byproduct Proc,311613 | Rendering & Meat Byproduct Proc,311613 - Rendering and Meat Byproduct Processing,exact,2016,1687.7,533.7,1154.0,141.8,187.52222222222224,9.0,5.5,3.5,486.9,12.3,274.8,2156.3,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,232.89999999999998,473.05555555555554
311615,Poultry Processing,Poultry Proc,311615 | Poultry Proc,311615 - Poultry Processing,exact,2015,16727.3,5320.1,11407.2,1518.3,75.34819819819819,222.0,198.8,23.19999999999999,6820.2,407.2,5581.3,38520.2,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,112.08693693693694,285.7684684684685
311615,Poultry Processing,Poultry Proc,311615 | Poultry Proc,311615 - Poultry Processing,exact,2016,17360.5,5472.7,11887.8,1695.1,77.26079216733423,224.7,201.9,22.799999999999983,7207.9,414.6,5821.3,36400.6,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,115.2999554962172,277.2665776591011
311710,Seafood Product Preparation and Packaging,Seafood Prod Prep & Pkg,311710 | Seafood Prod Prep & Pkg,311710 - Seafood Product Preparation and Packaging,exact,2015,3783.1,1118.4,2664.6,331.5,118.221875,32.0,27.0,5.0,1361.7,53.8,972.7,7976.3,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,168.74375,418.35625
311710,Seafood Product Preparation and Packaging,Seafood Prod Prep & Pkg,311710 | Seafood Prod Prep & Pkg,311710 - Seafood Product Preparation and Packaging,exact,2016,3882.9,1123.7,2759.2,338.6,126.8921568627451,30.6,25.5,5.100000000000001,1406.1,52.0,1006.3,7828.7,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,175.29738562091504,430.9803921568627
311811,Retail Bakeries,Retail Bakeries,311811 | Retail Bakeries,311811 - Retail Bakeries,exact,2015,1582.7,534.1,1048.6,87.3,33.46088794926005,47.3,27.9,19.4,1132.3,45.5,693.1,1170.3,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,48.08033826638478,72.82029598308668
311811,Retail Bakeries,Retail Bakeries,311811 | Retail Bakeries,311811 - Retail Bakeries,exact,2016,1589.5,533.9,1055.7,155.8,31.413043478260867,50.6,29.9,20.700000000000003,1220.1,48.3,785.5,1248.3,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,54.94664031620554,79.61264822134387
311812,Commercial Bakeries,Commercial Bakeries,311812 | Commercial Bakeries,311812 - Commercial Bakeries,exact,2015,13857.9,4930.9,8927.0,777.6,131.6039886039886,105.3,72.4,32.89999999999999,4633.6,145.4,2642.9,11531.0,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,193.93447293447292,302.8575498575499
311812,Commercial Bakeries,Commercial Bakeries,311812 | Commercial Bakeries,311812 - Commercial Bakeries,exact,2016,13839.7,4863.5,8976.2,811.3,125.92993630573248,109.9,74.3,35.60000000000001,4956.9,147.6,2760.1,10769.0,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,194.29299363057322,292.2957233848953
311813,"Frozen Cakes, Pies, and Other Pastries Manufacturing","Frozen Cakes, Pies, & Other Pastries Mfg","311813 | Frozen Cakes, Pies, & Other Pastries Mfg","311813 - Frozen Cakes, Pies, and Other Pastries Manufacturing",exact,2015,1837.0,367.4,1469.6,190.4,88.74396135265701,20.7,16.2,4.5,813.5,33.6,529.5,3203.7,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,125.16908212560386,278.7294685990338
311813,"Frozen Cakes, Pies, and Other Pastries Manufacturing","Frozen Cakes, Pies, & Other Pastries Mfg","311813 | Frozen Cakes, Pies, & Other Pastries Mfg","311813 - Frozen Cakes, Pies, and Other Pastries Manufacturing",exact,2016,1853.4,371.2,1482.2,195.7,86.60747663551403,21.4,16.5,4.899999999999999,858.0,35.5,555.7,3114.9,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,130.8271028037383,276.5514018691589
311821,Cookie and Cracker Manufacturing,Cookie & Cracker Mfg,311821 | Cookie & Cracker Mfg,311821 - Cookie and Cracker Manufacturing,exact,2015,4831.8,1213.3,3618.5,452.8,161.59866220735788,29.9,24.2,5.699999999999999,1417.2,44.6,1016.1,5275.9,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,213.2408026755853,388.7826086956522
311821,Cookie and Cracker Manufacturing,Cookie & Cracker Mfg,311821 | Cookie & Cracker Mfg,311821 - Cookie and Cracker Manufacturing,exact,2016,4958.6,1227.4,3731.2,335.7,161.51791530944627,30.7,24.9,5.800000000000001,1528.2,48.3,1072.8,4806.8,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,200.44299674267103,357.8501628664495
311824,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour","Dry Pasta, Dough, & Flour Mixes Mfg f...","311824 | Dry Pasta, Dough, & Flour Mixes Mfg f...","311824 - Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",exact,2015,4241.7,1093.5,3148.2,290.8,196.37499999999997,21.6,16.8,4.800000000000001,1069.7,32.8,697.8,7489.5,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,261.59259259259255,610.9768518518518
311824,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour","Dry Pasta, Dough, & Flour Mixes Mfg f...","311824 | Dry Pasta, Dough, & Flour Mixes Mfg f...","311824 - Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",exact,2016,4273.8,1107.8,3166.0,349.3,195.15068493150687,21.9,16.4,5.5,1136.6,31.5,719.4,7588.4,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,273.7990867579909,621.5479452054794
311830,Tortilla Manufacturing,Tortilla Mfg,311830 | Tortilla Mfg,311830 - Tortilla Manufacturing,exact,2015,1048.4,173.8,874.7,135.9,60.601156069364166,17.3,14.4,2.9000000000000004,681.4,31.7,492.4,1641.5,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,135.31791907514452,230.1387283236994
311830,Tortilla Manufacturing,Tortilla Mfg,311830 | Tortilla Mfg,311830 - Tortilla Manufacturing,exact,2016,1118.4,179.4,939.0,127.7,62.831460674157306,17.8,14.8,3.0,717.4,30.1,511.9,1811.4,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68,136.69662921348313,238.5
311911,Roasted Nuts and Peanut Butter Manufacturing,Roasted Nuts & Peanut Butter Mfg,311911 | Roasted Nuts & Peanut Butter Mfg,311911 - Roasted Nuts and Peanut Butter Manufacturing,exact,2015,3259.6,636.4,2623.2,309.6,168.02061855670104,19.4,15.8,3.599999999999998,846.8,33.0,604.7,10496.0,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6,203.74742268041237,715.7938144329897
